Reference: previous result|doc/htm/ref/CHAP006.htm#SECT001|6.1
Reference: return|doc/htm/ref/CHAP006.htm#SECT003|6.3
Reference: ErrorNoTraceBack|doc/htm/ref/CHAP006.htm#SECT003|6.3
Reference: Break loop message|doc/htm/ref/CHAP006.htm#SECT003|6.3
Reference: Backtrace!GAP3 name for Where|doc/htm/ref/CHAP006.htm#SECT003|6.3
Reference: quit!in emergency|doc/htm/ref/CHAP006.htm#SECT007|6.7
Reference: exit|doc/htm/ref/CHAP006.htm#SECT007|6.7
Reference: at exit functions|doc/htm/ref/CHAP006.htm#SECT007|6.7
Reference: saving on exit|doc/htm/ref/CHAP006.htm#SECT007|6.7
Reference: utilities for editing GAP files|doc/htm/ref/CHAP006.htm#SECT010|6.10
Reference: vi|doc/htm/ref/CHAP006.htm#SECT010|6.10
Reference: vim|doc/htm/ref/CHAP006.htm#SECT010|6.10
Reference: emacs|doc/htm/ref/CHAP006.htm#SECT010|6.10
Reference: elements!definition|doc/htm/ref/CHAP012.htm#SECT002|12.2
Reference: Copy|doc/htm/ref/CHAP012.htm#SECT007|12.7
Reference: copy!an object|doc/htm/ref/CHAP012.htm#SECT007|12.7
Reference: clone!an object|doc/htm/ref/CHAP012.htm#SECT007|12.7
Reference: and!for filters|doc/htm/ref/CHAP013.htm#SECT002|13.2
Reference: system getter|doc/htm/ref/CHAP013.htm#SECT005|13.5
Reference: system setter|doc/htm/ref/CHAP013.htm#SECT005|13.5
Reference: setter|doc/htm/ref/CHAP013.htm#SECT006|13.6
Reference: tester|doc/htm/ref/CHAP013.htm#SECT006|13.6
Reference: absolute value of an integer|doc/htm/ref/CHAP014.htm#SECT001|14.1
Reference: sign!of an integer|doc/htm/ref/CHAP014.htm#SECT001|14.1
Reference: root!of an integer|doc/htm/ref/CHAP014.htm#SECT001|14.1
Reference: square root!of an integer|doc/htm/ref/CHAP014.htm#SECT001|14.1
Reference: root!of an integer, smallest|doc/htm/ref/CHAP014.htm#SECT001|14.1
Reference: integer part of a quotient|doc/htm/ref/CHAP014.htm#SECT002|14.2
Reference: remainder of a quotient|doc/htm/ref/CHAP014.htm#SECT002|14.2
Reference: Chinese remainder|doc/htm/ref/CHAP014.htm#SECT002|14.2
Reference: divisors!of an integer|doc/htm/ref/CHAP014.htm#SECT003|14.3
Reference: mod!residue class rings|doc/htm/ref/CHAP014.htm#SECT004|14.4
Reference: mod!Integers|doc/htm/ref/CHAP014.htm#SECT004|14.4
Reference: prime residue group|doc/htm/ref/CHAP015.htm|15
Reference: prime residue group|doc/htm/ref/CHAP015.htm#SECT001|15.1
Reference: order!of the prime residue group|doc/htm/ref/CHAP015.htm#SECT001|15.1
Reference: prime residue group!order|doc/htm/ref/CHAP015.htm#SECT001|15.1
Reference: Euler's totient function|doc/htm/ref/CHAP015.htm#SECT001|15.1
Reference: Carmichael's lambda function|doc/htm/ref/CHAP015.htm#SECT001|15.1
Reference: prime residue group!exponent|doc/htm/ref/CHAP015.htm#SECT001|15.1
Reference: exponent!of the prime residue group|doc/htm/ref/CHAP015.htm#SECT001|15.1
Reference: multiplicative order of an integer|doc/htm/ref/CHAP015.htm#SECT002|15.2
Reference: logarithm!discrete|doc/htm/ref/CHAP015.htm#SECT002|15.2
Reference: primitive root modulo an integer|doc/htm/ref/CHAP015.htm#SECT002|15.2
Reference: prime residue group!generator|doc/htm/ref/CHAP015.htm#SECT002|15.2
Reference: generator!of the prime residue group|doc/htm/ref/CHAP015.htm#SECT002|15.2
Reference: test!for a primitive root|doc/htm/ref/CHAP015.htm#SECT002|15.2
Reference: prime residue group!generator|doc/htm/ref/CHAP015.htm#SECT002|15.2
Reference: generator!of the prime residue group|doc/htm/ref/CHAP015.htm#SECT002|15.2
Reference: quadratic residue|doc/htm/ref/CHAP015.htm#SECT003|15.3
Reference: residue!quadratic|doc/htm/ref/CHAP015.htm#SECT003|15.3
Reference: quadratic residue|doc/htm/ref/CHAP015.htm#SECT003|15.3
Reference: residue!quadratic|doc/htm/ref/CHAP015.htm#SECT003|15.3
Reference: quadratic residue|doc/htm/ref/CHAP015.htm#SECT003|15.3
Reference: residue!quadratic|doc/htm/ref/CHAP015.htm#SECT003|15.3
Reference: root!of an integer modulo another|doc/htm/ref/CHAP015.htm#SECT003|15.3
Reference: modular roots|doc/htm/ref/CHAP015.htm#SECT003|15.3
Reference: root!of 1 modulo an integer|doc/htm/ref/CHAP015.htm#SECT003|15.3
Reference: representation!as a sum of two squares|doc/htm/ref/CHAP015.htm#SECT005|15.5
Reference: test!for a rational|doc/htm/ref/CHAP016.htm#SECT001|16.1
Reference: numerator!of a rational|doc/htm/ref/CHAP016.htm#SECT001|16.1
Reference: denominator!of a rational|doc/htm/ref/CHAP016.htm#SECT001|16.1
Reference: coefficient!binomial|doc/htm/ref/CHAP017.htm#SECT001|17.1
Reference: number!binomial|doc/htm/ref/CHAP017.htm#SECT001|17.1
Reference: number!Bell|doc/htm/ref/CHAP017.htm#SECT001|17.1
Reference: sequence!Bernoulli|doc/htm/ref/CHAP017.htm#SECT001|17.1
Reference: Stirling number of the first kind|doc/htm/ref/CHAP017.htm#SECT001|17.1
Reference: number!Stirling, of the first kind|doc/htm/ref/CHAP017.htm#SECT001|17.1
Reference: Stirling number of the second kind|doc/htm/ref/CHAP017.htm#SECT001|17.1
Reference: number!Stirling, of the second kind|doc/htm/ref/CHAP017.htm#SECT001|17.1
Reference: powerset|doc/htm/ref/CHAP017.htm#SECT002|17.2
Reference: subsets|doc/htm/ref/CHAP017.htm#SECT002|17.2
Reference: partitions!ordered, of an integer|doc/htm/ref/CHAP017.htm#SECT002|17.2
Reference: partitions!improper, of an integer|doc/htm/ref/CHAP017.htm#SECT002|17.2
Reference: partitions!restricted, of an integer|doc/htm/ref/CHAP017.htm#SECT002|17.2
Reference: symmetric group!powermap|doc/htm/ref/CHAP017.htm#SECT002|17.2
Reference: sequence!Fibonacci|doc/htm/ref/CHAP017.htm#SECT003|17.3
Reference: sequence!Lucas|doc/htm/ref/CHAP017.htm#SECT003|17.3
Reference: type!cyclotomic|doc/htm/ref/CHAP018.htm|18
Reference: irrationalities|doc/htm/ref/CHAP018.htm|18
Reference: cyclotomic field elements|doc/htm/ref/CHAP018.htm|18
Reference: roots of unity|doc/htm/ref/CHAP018.htm#SECT001|18.1
Reference: Int!for cyclotomics|doc/htm/ref/CHAP018.htm#SECT001|18.1
Reference: String!for cyclotomics|doc/htm/ref/CHAP018.htm#SECT001|18.1
Reference: coefficients!for cyclotomics|doc/htm/ref/CHAP018.htm#SECT001|18.1
Reference: logarithm!of a root of unity|doc/htm/ref/CHAP018.htm#SECT001|18.1
Reference: DefaultField!for cyclotomics|doc/htm/ref/CHAP018.htm#SECT001|18.1
Reference: operators!for cyclotomics|doc/htm/ref/CHAP018.htm#SECT003|18.3
Reference: atomic irrationalities|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: b_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: c_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: d_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: e_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: f_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: g_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: h_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: i_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: r_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: s_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: t_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: u_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: v_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: w_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: x_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: y_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: j_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: k_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: l_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: m_N|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: n_k|doc/htm/ref/CHAP018.htm#SECT004|18.4
Reference: data type!unknown|doc/htm/ref/CHAP019.htm|19
Reference: type!boolean|doc/htm/ref/CHAP020.htm|20
Reference: logical|doc/htm/ref/CHAP020.htm|20
Reference: operations!for booleans|doc/htm/ref/CHAP020.htm#SECT003|20.3
Reference: logical operations|doc/htm/ref/CHAP020.htm#SECT003|20.3
Reference: Sets|doc/htm/ref/CHAP021.htm|21
Reference: accessing!list elements|doc/htm/ref/CHAP021.htm#SECT003|21.3
Reference: sublist|doc/htm/ref/CHAP021.htm#SECT003|21.3
Reference: assignment!to a list|doc/htm/ref/CHAP021.htm#SECT004|21.4
Reference: ShallowCopy!for lists|doc/htm/ref/CHAP021.htm#SECT007|21.7
Reference: StructuralCopy!for lists|doc/htm/ref/CHAP021.htm#SECT007|21.7
Reference: in!for lists|doc/htm/ref/CHAP021.htm#SECT008|21.8
Reference: comparisons!of lists|doc/htm/ref/CHAP021.htm#SECT010|21.10
Reference: operators!for lists|doc/htm/ref/CHAP021.htm#SECT011|21.11
Reference: addition!list and non-list|doc/htm/ref/CHAP021.htm#SECT013|21.13
Reference: list and non-list!difference|doc/htm/ref/CHAP021.htm#SECT013|21.13
Reference: list and non-list!product|doc/htm/ref/CHAP021.htm#SECT014|21.14
Reference: list and non-list!quotient|doc/htm/ref/CHAP021.htm#SECT014|21.14
Reference: list and non-list!mod|doc/htm/ref/CHAP021.htm#SECT014|21.14
Reference: mod!lists|doc/htm/ref/CHAP021.htm#SECT014|21.14
Reference: list and non-list!left quotient|doc/htm/ref/CHAP021.htm#SECT014|21.14
Reference: duplicate free|doc/htm/ref/CHAP021.htm#SECT017|21.17
Reference: sorted list|doc/htm/ref/CHAP021.htm#SECT017|21.17
Reference: strictly sorted list|doc/htm/ref/CHAP021.htm#SECT017|21.17
Reference: sets|doc/htm/ref/CHAP021.htm#SECT019|21.19
Reference: multisets|doc/htm/ref/CHAP021.htm#SECT019|21.19
Reference: test!for set equality|doc/htm/ref/CHAP021.htm#SECT019|21.19
Reference: add!an element to a set|doc/htm/ref/CHAP021.htm#SECT019|21.19
Reference: remove!an element from a set|doc/htm/ref/CHAP021.htm#SECT019|21.19
Reference: union!of sets|doc/htm/ref/CHAP021.htm#SECT019|21.19
Reference: intersection!of sets|doc/htm/ref/CHAP021.htm#SECT019|21.19
Reference: subtract!a set from another|doc/htm/ref/CHAP021.htm#SECT019|21.19
Reference: concatenation!of lists|doc/htm/ref/CHAP021.htm#SECT020|21.20
Reference: range|doc/htm/ref/CHAP021.htm#SECT022|21.22
Reference: Trace!of a matrix|doc/htm/ref/CHAP024.htm#SECT003|24.3
Reference: Gaussian algorithm|doc/htm/ref/CHAP024.htm#SECT006|24.6
Reference: IsBlockMatrixRep|doc/htm/ref/CHAP024.htm#SECT014|24.14
Reference: decomposition matrix|doc/htm/ref/CHAP025.htm#SECT004|25.4
Reference: DEC|doc/htm/ref/CHAP025.htm#SECT004|25.4
Reference: LLL algorithm!for vectors|doc/htm/ref/CHAP025.htm#SECT005|25.5
Reference: short vectors spanning a lattice|doc/htm/ref/CHAP025.htm#SECT005|25.5
Reference: lattice base reduction|doc/htm/ref/CHAP025.htm#SECT005|25.5
Reference: LLL algorithm!for Gram matrices|doc/htm/ref/CHAP025.htm#SECT005|25.5
Reference: lattice base reduction|doc/htm/ref/CHAP025.htm#SECT005|25.5
Reference: type!strings|doc/htm/ref/CHAP026.htm|26
Reference: doublequotes|doc/htm/ref/CHAP026.htm|26
Reference: singlequotes|doc/htm/ref/CHAP026.htm|26
Reference: escaped characters|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: special character sequences|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: \\n|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: newline character|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: \\\"|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: doublequote character|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: \\'|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: singlequote character|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: \\\\|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: backslash character|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: \\b|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: backspace character|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: \\r|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: carriage return character|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: \\c|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: flush character|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: \\XYZ|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: octal character codes|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: escaping non-special characters|doc/htm/ref/CHAP026.htm#SECT001|26.1
Reference: convert!to a string|doc/htm/ref/CHAP026.htm#SECT002|26.2
Reference: evaluation!strings|doc/htm/ref/CHAP026.htm#SECT007|26.7
Reference: type!records|doc/htm/ref/CHAP027.htm|27
Reference: test!for records|doc/htm/ref/CHAP027.htm|27
Reference: accessing!record elements|doc/htm/ref/CHAP027.htm#SECT001|27.1
Reference: assignment!to a record|doc/htm/ref/CHAP027.htm#SECT002|27.2
Reference: Sorted Lists as Collections|doc/htm/ref/CHAP028.htm#SECT002|28.2
Reference: elements!of a list or collection|doc/htm/ref/CHAP028.htm#SECT002|28.2
Reference: finiteness test!for a list or collection|doc/htm/ref/CHAP028.htm#SECT003|28.3
Reference: size!of a list or collection|doc/htm/ref/CHAP028.htm#SECT003|28.3
Reference: order!of a list, collection or domain|doc/htm/ref/CHAP028.htm#SECT003|28.3
Reference: representative!of a list or collection|doc/htm/ref/CHAP028.htm#SECT003|28.3
Reference: subset test!for collections|doc/htm/ref/CHAP028.htm#SECT004|28.4
Reference: intersection!of collections|doc/htm/ref/CHAP028.htm#SECT004|28.4
Reference: union!of collections|doc/htm/ref/CHAP028.htm#SECT004|28.4
Reference: set difference!of collections|doc/htm/ref/CHAP028.htm#SECT004|28.4
Reference: \\in!operation for testing membership|doc/htm/ref/CHAP028.htm#SECT005|28.5
Reference: random element!of a list or collection|doc/htm/ref/CHAP028.htm#SECT006|28.6
Reference: random seed|doc/htm/ref/CHAP028.htm#SECT006|28.6
Reference: Subdomains|doc/htm/ref/CHAP030.htm#SECT008|30.8
Reference: functions|doc/htm/ref/CHAP031.htm|31
Reference: relations|doc/htm/ref/CHAP031.htm|31
Reference: binary relation|doc/htm/ref/CHAP032.htm|32
Reference: IsBinaryRelation!same as IsEndoGeneralMapping|doc/htm/ref/CHAP032.htm|32
Reference: IsEndoGeneralMapping!same as IsBinaryRelation|doc/htm/ref/CHAP032.htm|32
Reference: reflexive relation|doc/htm/ref/CHAP032.htm#SECT002|32.2
Reference: symmetric relation|doc/htm/ref/CHAP032.htm#SECT002|32.2
Reference: transitive relation|doc/htm/ref/CHAP032.htm#SECT002|32.2
Reference: antisymmetric relation|doc/htm/ref/CHAP032.htm#SECT002|32.2
Reference: preorder|doc/htm/ref/CHAP032.htm#SECT002|32.2
Reference: partial order|doc/htm/ref/CHAP032.htm#SECT002|32.2
Reference: equivalence relation|doc/htm/ref/CHAP032.htm#SECT002|32.2
Reference: equivalence relation|doc/htm/ref/CHAP032.htm#SECT005|32.5
Reference: equivalence class|doc/htm/ref/CHAP032.htm#SECT007|32.7
Reference: centraliser|doc/htm/ref/CHAP033.htm#SECT004|33.4
Reference: center|doc/htm/ref/CHAP033.htm#SECT004|33.4
Reference: abstract word|doc/htm/ref/CHAP034.htm#SECT001|34.1
Reference: product!of words|doc/htm/ref/CHAP035.htm#SECT004|35.4
Reference: quotient!of words|doc/htm/ref/CHAP035.htm#SECT004|35.4
Reference: power!of words|doc/htm/ref/CHAP035.htm#SECT004|35.4
Reference: conjugate!of a word|doc/htm/ref/CHAP035.htm#SECT004|35.4
Reference: Comm!for words|doc/htm/ref/CHAP035.htm#SECT004|35.4
Reference: LeftQuotient!for words|doc/htm/ref/CHAP035.htm#SECT004|35.4
Reference: length!of a word|doc/htm/ref/CHAP035.htm#SECT004|35.4
Reference: order! of a group|doc/htm/ref/CHAP037.htm#SECT001|37.1
Reference: factorization|doc/htm/ref/CHAP037.htm#SECT005|37.5
Reference: words!in generators|doc/htm/ref/CHAP037.htm#SECT005|37.5
Reference: right cosets|doc/htm/ref/CHAP037.htm#SECT006|37.6
Reference: coset|doc/htm/ref/CHAP037.htm#SECT006|37.6
Reference: left cosets|doc/htm/ref/CHAP037.htm#SECT006|37.6
Reference: normalizer|doc/htm/ref/CHAP037.htm#SECT010|37.10
Reference: O_p(G)!see PCore|doc/htm/ref/CHAP037.htm#SECT010|37.10
Reference: p-group|doc/htm/ref/CHAP037.htm#SECT014|37.14
Reference: one cohomology|doc/htm/ref/CHAP037.htm#SECT022|37.22
Reference: cohomology|doc/htm/ref/CHAP037.htm#SECT022|37.22
Reference: cocycles|doc/htm/ref/CHAP037.htm#SECT022|37.22
Reference: Darstellungsgruppe!see EpimorphismSchurCover|doc/htm/ref/CHAP037.htm#SECT023|37.23
Reference: Multiplier|doc/htm/ref/CHAP037.htm#SECT023|37.23
Reference: Schur multiplier|doc/htm/ref/CHAP037.htm#SECT023|37.23
Reference: Inverse!group homomorphism|doc/htm/ref/CHAP038.htm#SECT002|38.2
Reference: homomorphisms!find all|doc/htm/ref/CHAP038.htm#SECT009|38.9
Reference: isomorphisms!find all|doc/htm/ref/CHAP038.htm#SECT009|38.9
Reference: epimorphisms!find all|doc/htm/ref/CHAP038.htm#SECT009|38.9
Reference: projections!find all|doc/htm/ref/CHAP038.htm#SECT009|38.9
Reference: embeddings!find all|doc/htm/ref/CHAP038.htm#SECT009|38.9
Reference: monomorphisms!find all|doc/htm/ref/CHAP038.htm#SECT009|38.9
Reference: group actions|doc/htm/ref/CHAP039.htm|39
Reference: G-sets|doc/htm/ref/CHAP039.htm|39
Reference: group actions!operations syntax|doc/htm/ref/CHAP039.htm#SECT001|39.1
Reference: group actions|doc/htm/ref/CHAP039.htm#SECT002|39.2
Reference: actions|doc/htm/ref/CHAP039.htm#SECT002|39.2
Reference: group operations|doc/htm/ref/CHAP039.htm#SECT002|39.2
Reference: conjugation|doc/htm/ref/CHAP039.htm#SECT002|39.2
Reference: action!by conjugation|doc/htm/ref/CHAP039.htm#SECT002|39.2
Reference: action!on sets|doc/htm/ref/CHAP039.htm#SECT002|39.2
Reference: action!on blocks|doc/htm/ref/CHAP039.htm#SECT002|39.2
Reference: point stabilizer|doc/htm/ref/CHAP039.htm#SECT004|39.4
Reference: set stabilizer|doc/htm/ref/CHAP039.htm#SECT004|39.4
Reference: tuple stabilizer|doc/htm/ref/CHAP039.htm#SECT004|39.4
Reference: transporter|doc/htm/ref/CHAP039.htm#SECT005|39.5
Reference: regular action|doc/htm/ref/CHAP039.htm#SECT006|39.6
Reference: transitive|doc/htm/ref/CHAP039.htm#SECT009|39.9
Reference: semiregular|doc/htm/ref/CHAP039.htm#SECT009|39.9
Reference: regular|doc/htm/ref/CHAP039.htm#SECT009|39.9
Reference: primitive|doc/htm/ref/CHAP039.htm#SECT009|39.9
Reference: G-sets|doc/htm/ref/CHAP039.htm#SECT011|39.11
Reference: Schreier-Sims!random|doc/htm/ref/CHAP041.htm#SECT006|41.6
Reference: IsNilpotent!for groups with pcgs|doc/htm/ref/CHAP043.htm#SECT016|43.16
Reference: IsSupersolvable!for groups with pcgs|doc/htm/ref/CHAP043.htm#SECT016|43.16
Reference: Size!for groups with pcgs|doc/htm/ref/CHAP043.htm#SECT016|43.16
Reference: CompositionSeries!for groups with pcgs|doc/htm/ref/CHAP043.htm#SECT016|43.16
Reference: ConjugacyClasses!for groups with pcgs|doc/htm/ref/CHAP043.htm#SECT016|43.16
Reference: Centralizer!for groups with pcgs|doc/htm/ref/CHAP043.htm#SECT016|43.16
Reference: FrattiniSubgroup!for groups with pcgs|doc/htm/ref/CHAP043.htm#SECT016|43.16
Reference: PrefrattiniSubgroup!for groups with pcgs|doc/htm/ref/CHAP043.htm#SECT016|43.16
Reference: MaximalSubgroups!for groups with pcgs|doc/htm/ref/CHAP043.htm#SECT016|43.16
Reference: HallSystem!for groups with pcgs|doc/htm/ref/CHAP043.htm#SECT016|43.16
Reference: MinimalGeneratingSet!for groups with pcgs|doc/htm/ref/CHAP043.htm#SECT016|43.16
Reference: Centre!for groups with pcgs|doc/htm/ref/CHAP043.htm#SECT016|43.16
Reference: Intersection!for groups with pcgs|doc/htm/ref/CHAP043.htm#SECT016|43.16
Reference: AutomorphismGroup!for groups with pcgs|doc/htm/ref/CHAP043.htm#SECT016|43.16
Reference: IrreducibleModules!for groups with pcgs|doc/htm/ref/CHAP043.htm#SECT016|43.16
Reference: isomorphic!pc group|doc/htm/ref/CHAP044.htm#SECT004|44.4
Reference: isomorphic!pc group|doc/htm/ref/CHAP044.htm#SECT005|44.5
Reference: IsomorphismFpGroup!for subgroups of fp groups|doc/htm/ref/CHAP045.htm#SECT011|45.11
Reference: Schreier|doc/htm/ref/CHAP046.htm#SECT003|46.3
Reference: secondary subgroup generators|doc/htm/ref/CHAP046.htm#SECT011|46.11
Reference: primary subgroup generators|doc/htm/ref/CHAP046.htm#SECT011|46.11
Reference: subgroup generators tree|doc/htm/ref/CHAP046.htm#SECT011|46.11
Reference: Embedding!example for direct products|doc/htm/ref/CHAP047.htm#SECT001|47.1
Reference: Projection!example for direct products|doc/htm/ref/CHAP047.htm#SECT001|47.1
Reference: Embedding!example for semidirect products|doc/htm/ref/CHAP047.htm#SECT002|47.2
Reference: Projection!example for semidirect products|doc/htm/ref/CHAP047.htm#SECT002|47.2
Reference: Projection!example for subdirect products|doc/htm/ref/CHAP047.htm#SECT003|47.3
Reference: Embedding!example for wreath products|doc/htm/ref/CHAP047.htm#SECT004|47.4
Reference: Projection!example for wreath products|doc/htm/ref/CHAP047.htm#SECT004|47.4
Reference: Krasner-Kaloujnine theorem|doc/htm/ref/CHAP047.htm#SECT004|47.4
Reference: Wreath product embedding|doc/htm/ref/CHAP047.htm#SECT004|47.4
Reference: OnLines!example|doc/htm/ref/CHAP048.htm#SECT002|48.2
Reference: ConjugacyClasses!for linear groups|doc/htm/ref/CHAP048.htm#SECT003|48.3
Reference: AllPrimitiveGroups|doc/htm/ref/CHAP048.htm#SECT005|48.5
Reference: AllTransitiveGroups|doc/htm/ref/CHAP048.htm#SECT005|48.5
Reference: OnePrimitiveGroup|doc/htm/ref/CHAP048.htm#SECT005|48.5
Reference: OneTransitiveGroup|doc/htm/ref/CHAP048.htm#SECT005|48.5
Reference: TwoGroup library|doc/htm/ref/CHAP048.htm#SECT007|48.7
Reference: ThreeGroup library|doc/htm/ref/CHAP048.htm#SECT007|48.7
Reference: perfect groups|doc/htm/ref/CHAP048.htm#SECT008|48.8
Reference: semigroup|doc/htm/ref/CHAP049.htm|49
Reference: fields|doc/htm/ref/CHAP056.htm|56
Reference: division rings|doc/htm/ref/CHAP056.htm|56
Reference: IsFieldControlledByGaloisGroup|doc/htm/ref/CHAP056.htm#SECT003|56.3
Reference: characteristic polynomial!for field elements|doc/htm/ref/CHAP056.htm#SECT003|56.3
Reference: DefaultField!for finite field elements|doc/htm/ref/CHAP057.htm#SECT003|57.3
Reference: DefaultRing!for finite field elements|doc/htm/ref/CHAP057.htm#SECT003|57.3
Reference: homomorphisms!Frobenius, field|doc/htm/ref/CHAP057.htm#SECT004|57.4
Reference: field homomorphisms!Frobenius|doc/htm/ref/CHAP057.htm#SECT004|57.4
Reference: Image!for Frobenius automorphisms|doc/htm/ref/CHAP057.htm#SECT004|57.4
Reference: CompositionMapping!for Frobenius automorphisms|doc/htm/ref/CHAP057.htm#SECT004|57.4
Reference: Frobenius automorphism|doc/htm/ref/CHAP057.htm#SECT004|57.4
Reference: number field|doc/htm/ref/CHAP058.htm#SECT002|58.2
Reference: abelian number field|doc/htm/ref/CHAP058.htm#SECT002|58.2
Reference: abelian number fields!Galois group|doc/htm/ref/CHAP058.htm#SECT003|58.3
Reference: number fields!Galois group|doc/htm/ref/CHAP058.htm#SECT003|58.3
Reference: automorphism group!of number fields|doc/htm/ref/CHAP058.htm#SECT003|58.3
Reference: row spaces|doc/htm/ref/CHAP059.htm#SECT008|59.8
Reference: matrix spaces|doc/htm/ref/CHAP059.htm#SECT008|59.8
Reference: canonical basis!for row spaces|doc/htm/ref/CHAP059.htm#SECT008|59.8
Reference: canonical basis!for matrix spaces|doc/htm/ref/CHAP059.htm#SECT008|59.8
Reference: Embedding!for Lie algebras|doc/htm/ref/CHAP061.htm#SECT001|61.1
Reference: group algebra|doc/htm/ref/CHAP063.htm|63
Reference: group ring|doc/htm/ref/CHAP063.htm|63
Reference: Embedding!for magma rings|doc/htm/ref/CHAP063.htm#SECT003|63.3
Reference: MinimalPolynomial!over a ring|doc/htm/ref/CHAP064.htm#SECT008|64.8
Reference: Expanded form of monomials|doc/htm/ref/CHAP064.htm#SECT020|64.20
Reference: External representation of polynomials|doc/htm/ref/CHAP064.htm#SECT020|64.20
Reference: Operations for algebraic elements|doc/htm/ref/CHAP065.htm#SECT002|65.2
Reference: ViewObj!for tables of marks|doc/htm/ref/CHAP068.htm#SECT004|68.4
Reference: PrintObj!for tables of marks|doc/htm/ref/CHAP068.htm#SECT004|68.4
Reference: Display!for tables of marks|doc/htm/ref/CHAP068.htm#SECT004|68.4
Reference: tables|doc/htm/ref/CHAP069.htm|69
Reference: tables|doc/htm/ref/CHAP069.htm#SECT003|69.3
Reference: character tables|doc/htm/ref/CHAP069.htm#SECT003|69.3
Reference: library tables|doc/htm/ref/CHAP069.htm#SECT003|69.3
Reference: character tables!access to|doc/htm/ref/CHAP069.htm#SECT003|69.3
Reference: character tables!calculate|doc/htm/ref/CHAP069.htm#SECT003|69.3
Reference: character tables!of groups|doc/htm/ref/CHAP069.htm#SECT003|69.3
Reference: \*!for character tables|doc/htm/ref/CHAP069.htm#SECT007|69.7
Reference: /!for character tables|doc/htm/ref/CHAP069.htm#SECT007|69.7
Reference: mod!for character tables|doc/htm/ref/CHAP069.htm#SECT007|69.7
Reference: character tables!infix operators|doc/htm/ref/CHAP069.htm#SECT007|69.7
Reference: AbelianInvariants!for character tables|doc/htm/ref/CHAP069.htm#SECT008|69.8
Reference: CommutatorLength!for character tables|doc/htm/ref/CHAP069.htm#SECT008|69.8
Reference: Exponent!for character tables|doc/htm/ref/CHAP069.htm#SECT008|69.8
Reference: IsAbelian!for character tables|doc/htm/ref/CHAP069.htm#SECT008|69.8
Reference: IsCyclic!for character tables|doc/htm/ref/CHAP069.htm#SECT008|69.8
Reference: IsFinite!for character tables|doc/htm/ref/CHAP069.htm#SECT008|69.8
Reference: IsMonomial!for character tables|doc/htm/ref/CHAP069.htm#SECT008|69.8
Reference: IsNilpotent!for character tables|doc/htm/ref/CHAP069.htm#SECT008|69.8
Reference: IsPerfect!for character tables|doc/htm/ref/CHAP069.htm#SECT008|69.8
Reference: IsSimple!for character tables|doc/htm/ref/CHAP069.htm#SECT008|69.8
Reference: IsSolvable!for character tables|doc/htm/ref/CHAP069.htm#SECT008|69.8
Reference: IsSporadicSimple!for character tables|doc/htm/ref/CHAP069.htm#SECT008|69.8
Reference: IsSupersolvable!for character tables|doc/htm/ref/CHAP069.htm#SECT008|69.8
